ticket_subject,ticket_description,category,subcategory,device_type,tags
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,test,desktop,"other,test,r&d,critical"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,unicode,desktop,"other,unicode,it,medium"
Server unresponsive,A server is not responding to pings or remote connections. Services may be down.,hardware,server,server,"hardware,server,marketing,critical"
Password policy confusion,User is unsure of current password requirements and needs guidance.,access,password,desktop,"access,password,logistics,medium"
Laptop touchpad not working,The touchpad on my laptop is unresponsive. I am currently using a USB mouse as a workaround.,hardware,laptop,laptop,"hardware,laptop,procurement,medium"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,test,desktop,"other,test,it,medium"
Server RAID failure alert,RAID controller alert triggered. Possible drive failure on production server.,hardware,server,server,"hardware,server,operations,critical"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,support,medium"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,test,desktop,"other,test,marketing,high"
Scanner not detected by computer,The document scanner is connected but not recognized by the workstation.,software,scanner,desktop,"software,scanner,finance,low"
Security software blocking legitimate app,Security software is incorrectly blocking a required business application.,software,security,mobile,"software,security,finance,high"
Server RAID failure alert,RAID controller alert triggered. Possible drive failure on production server.,hardware,server,server,"hardware,server,it,medium"
Email quota exceeded,User's mailbox is full and they cannot receive new emails. Quota increase needed.,software,email,desktop,"software,email,production,medium"
New employee account setup needed,Please create all required accounts for new employee starting next Monday.,access,account,desktop,"access,account,it,high"
ERP data sync not completing,Data synchronization between ERP modules is stalling and not completing.,software,ERP,desktop,"software,ERP,support,critical"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,test,desktop,"other,test,hr,medium"
Firewall blocking legitimate traffic,The firewall is blocking access to a required external API endpoint.,network,firewall,server,"network,firewall,production,low"
Desktop running extremely slow,Applications are taking over 5 minutes to load on this desktop PC.,hardware,desktop,desktop,"hardware,desktop,sales,high"
Laptop battery draining too fast,My laptop battery depletes within an hour even on low usage. Please investigate the battery health.,hardware,laptop,laptop,"hardware,laptop,production,medium"
Server performance degraded,Application response times are slow. Suspected server resource contention.,hardware,server,server,"hardware,server,procurement,medium"
Security software blocking legitimate app,Security software is incorrectly blocking a required business application.,software,security,mobile,"software,security,finance,medium"
Tablet battery not holding charge,Tablet drains within 2 hours even on low usage. Needs battery replacement.,hardware,tablet,tablet,"hardware,tablet,marketing,medium"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,test,desktop,"other,test,procurement,medium"
Desktop USB ports not working,USB ports on the desktop are not detecting any connected devices.,hardware,desktop,desktop,"hardware,desktop,it,high"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,general,desktop,"other,general,executive,medium"
Email signature not displaying correctly,The corporate email signature is not rendering correctly in some email clients.,software,email,desktop,"software,email,marketing,high"
LAN VLAN misconfiguration,"After a network change, devices are not getting correct VLAN assignments.",network,LAN,server,"network,LAN,support,medium"
Monitor resolution incorrect,Monitor is stuck at a lower resolution and cannot be changed in display settings.,hardware,monitor,monitor,"hardware,monitor,logistics,medium"
Desktop running extremely slow,Applications are taking over 5 minutes to load on this desktop PC.,hardware,desktop,desktop,"hardware,desktop,sales,high"
LAN cable damaged and needs replacement,The LAN cable running to my workstation is damaged and needs replacing.,network,LAN,server,"network,LAN,hr,high"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,finance,medium"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,logistics,critical"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,unicode,desktop,"other,unicode,support,medium"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,r&d,medium"
DNS resolution failing for internal domains,Users cannot resolve internal domain names. External sites work fine.,network,DNS,server,"network,DNS,procurement,high"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,r&d,high"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,marketing,critical"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,test,desktop,"other,test,r&d,low"
IoT device firmware update needed,IoT devices require firmware update to patch a known security vulnerability.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,support,high"
Application license expired,Users are getting a license expiry message and cannot use the application.,access,application,desktop,"access,application,executive,high"
Email marked as spam by recipients,Outgoing company emails are being flagged as spam by recipient servers.,software,email,desktop,"software,email,hr,medium"
WiFi guest network not working,The guest WiFi network is unreachable. Visitors are unable to connect.,network,WiFi,tablet,"network,WiFi,legal,medium"
IoT device firmware update needed,IoT devices require firmware update to patch a known security vulnerability.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,legal,low"
Desktop running extremely slow,Applications are taking over 5 minutes to load on this desktop PC.,hardware,desktop,desktop,"hardware,desktop,legal,high"
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,finance,medium"
LAN port not working at desk,The LAN port at my workstation is not providing network connectivity.,network,LAN,server,"network,LAN,procurement,critical"
Monitor not displaying image,Monitor remains black even though the computer is on and cable is connected.,hardware,monitor,monitor,"hardware,monitor,logistics,low"
Server performance degraded,Application response times are slow. Suspected server resource contention.,hardware,server,server,"hardware,server,operations,critical"
Monitor resolution incorrect,Monitor is stuck at a lower resolution and cannot be changed in display settings.,hardware,monitor,monitor,"hardware,monitor,marketing,high"
Double-sided printing not working,"Duplex printing is failing, and documents are only printing on one side.",hardware,printer,printer,"hardware,printer,it,high"
Server disk space critically low,One of the production servers is almost out of disk space. Immediate action required.,hardware,server,server,"hardware,server,operations,medium"
Unauthorized device detected on network,Network monitoring flagged an unrecognized device on the internal network.,software,security,mobile,"software,security,production,low"
Data loss prevention alert triggered,DLP policy triggered for a file transfer. Please review the alert details.,software,security,mobile,"software,security,production,high"
Email marked as spam by recipients,Outgoing company emails are being flagged as spam by recipient servers.,software,email,desktop,"software,email,it,high"
Printer prints blank pages,The printer produces blank pages instead of the expected document output.,hardware,printer,printer,"hardware,printer,procurement,critical"
VPN two-factor authentication issue,2FA prompt is not being received during VPN login attempts.,access,VPN,laptop,"access,VPN,operations,high"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,hr,critical"
Printer prints blank pages,The printer produces blank pages instead of the expected document output.,hardware,printer,printer,"hardware,printer,finance,critical"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,operations,medium"
ERP custom report failing,A custom ERP report is failing to generate with a generic error.,software,ERP,desktop,"software,ERP,sales,medium"
Security software blocking legitimate app,Security software is incorrectly blocking a required business application.,software,security,mobile,"software,security,operations,high"
Application access needed for new employee,Please grant application access to a new team member starting Monday.,access,application,desktop,"access,application,production,medium"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,executive,medium"
Email quota exceeded,User's mailbox is full and they cannot receive new emails. Quota increase needed.,software,email,desktop,"software,email,operations,medium"
Monitor flickering intermittently,"The monitor screen flickers every few minutes, causing eye strain.",hardware,monitor,monitor,"hardware,monitor,it,high"
Printer offline status,The printer shows as offline despite being powered on and connected to the network.,hardware,printer,printer,"hardware,printer,support,low"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,test,desktop,"other,test,marketing,high"
Monitor not displaying image,Monitor remains black even though the computer is on and cable is connected.,hardware,monitor,monitor,"hardware,monitor,support,low"
VPN two-factor authentication issue,2FA prompt is not being received during VPN login attempts.,access,VPN,laptop,"access,VPN,legal,medium"
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,r&d,medium"
Security software blocking legitimate app,Security software is incorrectly blocking a required business application.,software,security,mobile,"software,security,production,low"
Password reset request,User is locked out of their account and needs a password reset.,access,password,desktop,"access,password,sales,low"
Server memory error logged,Error logs show memory faults on the application server. Needs inspection.,hardware,server,server,"hardware,server,sales,high"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,test,desktop,"other,test,production,critical"
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,executive,high"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,unicode,desktop,"other,unicode,production,medium"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,sales,medium"
IoT device firmware update needed,IoT devices require firmware update to patch a known security vulnerability.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,finance,high"
Application access needed for new employee,Please grant application access to a new team member starting Monday.,access,application,desktop,"access,application,support,low"
Application license expired,Users are getting a license expiry message and cannot use the application.,access,application,desktop,"access,application,operations,medium"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,finance,critical"
Security software blocking legitimate app,Security software is incorrectly blocking a required business application.,software,security,mobile,"software,security,support,medium"
Account permissions need updating,User's role changed and their account permissions need to be updated accordingly.,access,account,desktop,"access,account,operations,high"
Tablet screen cracked,The tablet screen is cracked and touch is unresponsive in affected area.,hardware,tablet,tablet,"hardware,tablet,executive,critical"
Email signature not displaying correctly,The corporate email signature is not rendering correctly in some email clients.,software,email,desktop,"software,email,sales,medium"
Tablet app crashes on launch,The required business app crashes immediately upon opening on this tablet.,hardware,tablet,tablet,"hardware,tablet,operations,high"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,general,desktop,"other,general,legal,medium"
Account permissions need updating,User's role changed and their account permissions need to be updated accordingly.,access,account,desktop,"access,account,logistics,medium"
Antivirus update failed on workstation,Workstation antivirus failed to update and is showing an error code.,software,antivirus,desktop,"software,antivirus,production,medium"
WiFi dead zone in conference room,There is no WiFi signal in the second-floor conference room. Extender needed.,network,WiFi,tablet,"network,WiFi,sales,high"
VPN access needed for contractor,Please provision VPN access for an external contractor starting this week.,access,VPN,laptop,"access,VPN,operations,critical"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,legal,high"
Antivirus update failed on workstation,Workstation antivirus failed to update and is showing an error code.,software,antivirus,desktop,"software,antivirus,production,high"
Tablet screen cracked,The tablet screen is cracked and touch is unresponsive in affected area.,hardware,tablet,tablet,"hardware,tablet,sales,medium"
Tablet app crashes on launch,The required business app crashes immediately upon opening on this tablet.,hardware,tablet,tablet,"hardware,tablet,logistics,medium"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,general,desktop,"other,general,sales,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,unicode,desktop,"other,unicode,finance,critical"
Tablet cannot join corporate WiFi,The tablet fails to authenticate with the corporate wireless network.,hardware,tablet,tablet,"hardware,tablet,sales,low"
Shared mailbox access request,Team member needs access to the shared department mailbox.,software,email,desktop,"software,email,support,medium"
Tablet cannot join corporate WiFi,The tablet fails to authenticate with the corporate wireless network.,hardware,tablet,tablet,"hardware,tablet,support,medium"
Server disk space critically low,One of the production servers is almost out of disk space. Immediate action required.,hardware,server,server,"hardware,server,r&d,critical"
Laptop battery draining too fast,My laptop battery depletes within an hour even on low usage. Please investigate the battery health.,hardware,laptop,laptop,"hardware,laptop,r&d,high"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,operations,critical"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,general,desktop,"other,general,legal,medium"
Application crashes on login,The business application crashes immediately upon entering credentials.,access,application,desktop,"access,application,hr,medium"
Desktop freezing randomly,The desktop computer freezes and requires a hard reboot several times a day.,hardware,desktop,desktop,"hardware,desktop,executive,high"
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,operations,critical"
LAN cable damaged and needs replacement,The LAN cable running to my workstation is damaged and needs replacing.,network,LAN,server,"network,LAN,it,medium"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,finance,medium"
Application update failed,Last night's application update failed midway. App is now in an inconsistent state.,access,application,desktop,"access,application,executive,medium"
Unauthorized device detected on network,Network monitoring flagged an unrecognized device on the internal network.,software,security,mobile,"software,security,sales,high"
Firewall blocking legitimate traffic,The firewall is blocking access to a required external API endpoint.,network,firewall,server,"network,firewall,it,medium"
LAN speed degraded in building wing,Network throughput is significantly reduced in the east wing of the building.,network,LAN,server,"network,LAN,sales,critical"
Monitor not displaying image,Monitor remains black even though the computer is on and cable is connected.,hardware,monitor,monitor,"hardware,monitor,it,high"
Firewall blocking legitimate traffic,The firewall is blocking access to a required external API endpoint.,network,firewall,server,"network,firewall,it,high"
WiFi password changed and users locked out,WiFi credentials were changed and users have not received the new password.,network,WiFi,tablet,"network,WiFi,support,critical"
Data loss prevention alert triggered,DLP policy triggered for a file transfer. Please review the alert details.,software,security,mobile,"software,security,production,medium"
Unauthorized device detected on network,Network monitoring flagged an unrecognized device on the internal network.,software,security,mobile,"software,security,operations,low"
LAN speed degraded in building wing,Network throughput is significantly reduced in the east wing of the building.,network,LAN,server,"network,LAN,finance,medium"
Antivirus scan causing system slowdown,Scheduled antivirus scans are causing severe system slowdowns during work hours.,software,antivirus,desktop,"software,antivirus,logistics,critical"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,production,medium"
Application license expired,Users are getting a license expiry message and cannot use the application.,access,application,desktop,"access,application,logistics,medium"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,finance,medium"
Firewall logs showing suspicious activity,Firewall logs show repeated connection attempts from unknown IPs.,network,firewall,server,"network,firewall,hr,medium"
Desktop not powering on,The desktop PC will not turn on despite power being connected correctly.,hardware,desktop,desktop,"hardware,desktop,finance,high"
LAN speed degraded in building wing,Network throughput is significantly reduced in the east wing of the building.,network,LAN,server,"network,LAN,finance,high"
Application throwing 500 error,Users receive a 500 internal server error when accessing certain app features.,access,application,desktop,"access,application,sales,medium"
Firewall rule change request,Please add a firewall rule to allow traffic from a new partner IP range.,network,firewall,server,"network,firewall,hr,critical"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,unicode,desktop,"other,unicode,it,low"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,production,medium"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,marketing,high"
Laptop overheating and shutting down,"My laptop shuts down unexpectedly due to overheating, especially during video calls.",hardware,laptop,laptop,"hardware,laptop,logistics,high"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,operations,low"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,general,desktop,"other,general,it,critical"
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,sales,low"
Application throwing 500 error,Users receive a 500 internal server error when accessing certain app features.,access,application,desktop,"access,application,procurement,medium"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,test,desktop,"other,test,sales,medium"
Monitor flickering intermittently,"The monitor screen flickers every few minutes, causing eye strain.",hardware,monitor,monitor,"hardware,monitor,executive,medium"
Server RAID failure alert,RAID controller alert triggered. Possible drive failure on production server.,hardware,server,server,"hardware,server,marketing,low"
Application update failed,Last night's application update failed midway. App is now in an inconsistent state.,access,application,desktop,"access,application,support,medium"
Firewall blocking legitimate traffic,The firewall is blocking access to a required external API endpoint.,network,firewall,server,"network,firewall,sales,high"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,support,low"
LAN speed degraded in building wing,Network throughput is significantly reduced in the east wing of the building.,network,LAN,server,"network,LAN,marketing,medium"
Email quota exceeded,User's mailbox is full and they cannot receive new emails. Quota increase needed.,software,email,desktop,"software,email,r&d,high"
LAN VLAN misconfiguration,"After a network change, devices are not getting correct VLAN assignments.",network,LAN,server,"network,LAN,executive,medium"
Password expiry causing lockout,Password expired and self-service reset is not sending the recovery email.,access,password,desktop,"access,password,support,medium"
Laptop fan making loud noise,The cooling fan on my laptop is very loud and seems to be running at full speed constantly.,hardware,laptop,laptop,"hardware,laptop,sales,high"
Account permissions need updating,User's role changed and their account permissions need to be updated accordingly.,access,account,desktop,"access,account,production,critical"
Application crashes on login,The business application crashes immediately upon entering credentials.,access,application,desktop,"access,application,production,medium"
Desktop not powering on,The desktop PC will not turn on despite power being connected correctly.,hardware,desktop,desktop,"hardware,desktop,hr,medium"
Unauthorized device detected on network,Network monitoring flagged an unrecognized device on the internal network.,software,security,mobile,"software,security,finance,medium"
LAN speed degraded in building wing,Network throughput is significantly reduced in the east wing of the building.,network,LAN,server,"network,LAN,hr,medium"
Unauthorized device detected on network,Network monitoring flagged an unrecognized device on the internal network.,software,security,mobile,"software,security,marketing,medium"
Antivirus update failed on workstation,Workstation antivirus failed to update and is showing an error code.,software,antivirus,desktop,"software,antivirus,r&d,high"
Tablet screen cracked,The tablet screen is cracked and touch is unresponsive in affected area.,hardware,tablet,tablet,"hardware,tablet,marketing,high"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,sales,medium"
Desktop USB ports not working,USB ports on the desktop are not detecting any connected devices.,hardware,desktop,desktop,"hardware,desktop,finance,high"
ERP login page not loading,The ERP system login page fails to load for users on the office network.,software,ERP,desktop,"software,ERP,procurement,high"
Password policy confusion,User is unsure of current password requirements and needs guidance.,access,password,desktop,"access,password,executive,high"
Desktop USB ports not working,USB ports on the desktop are not detecting any connected devices.,hardware,desktop,desktop,"hardware,desktop,sales,low"
Password expiry causing lockout,Password expired and self-service reset is not sending the recovery email.,access,password,desktop,"access,password,marketing,high"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,finance,medium"
VPN client fails to connect,The VPN client returns an authentication error when trying to connect from home.,access,VPN,laptop,"access,VPN,r&d,medium"
Tablet screen cracked,The tablet screen is cracked and touch is unresponsive in affected area.,hardware,tablet,tablet,"hardware,tablet,legal,medium"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,test,desktop,"other,test,legal,medium"
Desktop running extremely slow,Applications are taking over 5 minutes to load on this desktop PC.,hardware,desktop,desktop,"hardware,desktop,production,critical"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,executive,medium"
Application update failed,Last night's application update failed midway. App is now in an inconsistent state.,access,application,desktop,"access,application,it,medium"
Firewall rule change request,Please add a firewall rule to allow traffic from a new partner IP range.,network,firewall,server,"network,firewall,procurement,medium"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,general,desktop,"other,general,marketing,high"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,procurement,medium"
Server memory error logged,Error logs show memory faults on the application server. Needs inspection.,hardware,server,server,"hardware,server,sales,high"
Firewall logs showing suspicious activity,Firewall logs show repeated connection attempts from unknown IPs.,network,firewall,server,"network,firewall,logistics,medium"
Monitor resolution incorrect,Monitor is stuck at a lower resolution and cannot be changed in display settings.,hardware,monitor,monitor,"hardware,monitor,r&d,medium"
Password policy confusion,User is unsure of current password requirements and needs guidance.,access,password,desktop,"access,password,production,high"
Email quota exceeded,User's mailbox is full and they cannot receive new emails. Quota increase needed.,software,email,desktop,"software,email,operations,high"
ERP module missing from dashboard,A required ERP module has disappeared from the user dashboard after an update.,software,ERP,desktop,"software,ERP,finance,medium"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,marketing,high"
WiFi dead zone in conference room,There is no WiFi signal in the second-floor conference room. Extender needed.,network,WiFi,tablet,"network,WiFi,legal,medium"
Application license expired,Users are getting a license expiry message and cannot use the application.,access,application,desktop,"access,application,operations,medium"
Phishing email reported by user,A user received a suspicious phishing email. Please investigate and advise.,software,security,mobile,"software,security,finance,high"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,sales,critical"
LAN VLAN misconfiguration,"After a network change, devices are not getting correct VLAN assignments.",network,LAN,server,"network,LAN,logistics,low"
ERP login page not loading,The ERP system login page fails to load for users on the office network.,software,ERP,desktop,"software,ERP,it,medium"
Monitor flickering intermittently,"The monitor screen flickers every few minutes, causing eye strain.",hardware,monitor,monitor,"hardware,monitor,legal,medium"
Data loss prevention alert triggered,DLP policy triggered for a file transfer. Please review the alert details.,software,security,mobile,"software,security,support,high"
WiFi interference causing slow speeds,WiFi speeds in the open workspace are very slow due to suspected interference.,network,WiFi,tablet,"network,WiFi,marketing,high"
VPN two-factor authentication issue,2FA prompt is not being received during VPN login attempts.,access,VPN,laptop,"access,VPN,logistics,high"
ERP module missing from dashboard,A required ERP module has disappeared from the user dashboard after an update.,software,ERP,desktop,"software,ERP,it,high"
Laptop screen goes black randomly,The laptop display randomly goes black and requires a restart to recover.,hardware,laptop,laptop,"hardware,laptop,operations,high"
Account locked after failed attempts,Account has been locked after multiple failed login attempts. Please unlock.,access,password,desktop,"access,password,legal,low"
DNS resolution failing for internal domains,Users cannot resolve internal domain names. External sites work fine.,network,DNS,server,"network,DNS,marketing,medium"
Desktop audio not working,No sound output from desktop. Speakers and headphones both affected.,hardware,desktop,desktop,"hardware,desktop,hr,high"
Password reset request,User is locked out of their account and needs a password reset.,access,password,desktop,"access,password,sales,high"
Printer offline status,The printer shows as offline despite being powered on and connected to the network.,hardware,printer,printer,"hardware,printer,marketing,medium"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,unicode,desktop,"other,unicode,marketing,critical"
Email quota exceeded,User's mailbox is full and they cannot receive new emails. Quota increase needed.,software,email,desktop,"software,email,finance,medium"
Monitor not displaying image,Monitor remains black even though the computer is on and cable is connected.,hardware,monitor,monitor,"hardware,monitor,support,medium"
VPN two-factor authentication issue,2FA prompt is not being received during VPN login attempts.,access,VPN,laptop,"access,VPN,executive,high"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,test,desktop,"other,test,legal,medium"
New employee account setup needed,Please create all required accounts for new employee starting next Monday.,access,account,desktop,"access,account,executive,high"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,support,medium"
WiFi interference causing slow speeds,WiFi speeds in the open workspace are very slow due to suspected interference.,network,WiFi,tablet,"network,WiFi,sales,critical"
Desktop freezing randomly,The desktop computer freezes and requires a hard reboot several times a day.,hardware,desktop,desktop,"hardware,desktop,production,medium"
Laptop fan making loud noise,The cooling fan on my laptop is very loud and seems to be running at full speed constantly.,hardware,laptop,laptop,"hardware,laptop,r&d,high"
Server reboot required after update,Server requires a scheduled reboot following last night's system update.,hardware,server,server,"hardware,server,executive,medium"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,r&d,high"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,production,high"
Password reset request,User is locked out of their account and needs a password reset.,access,password,desktop,"access,password,legal,critical"
Application throwing 500 error,Users receive a 500 internal server error when accessing certain app features.,access,application,desktop,"access,application,operations,low"
Server RAID failure alert,RAID controller alert triggered. Possible drive failure on production server.,hardware,server,server,"hardware,server,finance,high"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,unicode,desktop,"other,unicode,it,high"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,executive,low"
Server disk space critically low,One of the production servers is almost out of disk space. Immediate action required.,hardware,server,server,"hardware,server,support,medium"
Laptop docking station not recognized,"When docking my laptop, external monitors and peripherals are not detected.",hardware,laptop,laptop,"hardware,laptop,finance,critical"
DNS cache needs flushing,Stale DNS entries are causing users to reach old server addresses.,network,DNS,server,"network,DNS,hr,high"
Desktop not powering on,The desktop PC will not turn on despite power being connected correctly.,hardware,desktop,desktop,"hardware,desktop,sales,high"
Tablet app crashes on launch,The required business app crashes immediately upon opening on this tablet.,hardware,tablet,tablet,"hardware,tablet,executive,high"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,marketing,critical"
LAN port not working at desk,The LAN port at my workstation is not providing network connectivity.,network,LAN,server,"network,LAN,hr,medium"
Phishing email reported by user,A user received a suspicious phishing email. Please investigate and advise.,software,security,mobile,"software,security,logistics,medium"
Antivirus update failed on workstation,Workstation antivirus failed to update and is showing an error code.,software,antivirus,desktop,"software,antivirus,production,high"
ERP custom report failing,A custom ERP report is failing to generate with a generic error.,software,ERP,desktop,"software,ERP,it,high"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,unicode,desktop,"other,unicode,sales,medium"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,legal,high"
VPN two-factor authentication issue,2FA prompt is not being received during VPN login attempts.,access,VPN,laptop,"access,VPN,it,low"
Email marked as spam by recipients,Outgoing company emails are being flagged as spam by recipient servers.,software,email,desktop,"software,email,finance,critical"
Account locked after failed attempts,Account has been locked after multiple failed login attempts. Please unlock.,access,password,desktop,"access,password,sales,low"
WiFi authentication error,Devices get an authentication error when trying to connect to corporate WiFi.,network,WiFi,tablet,"network,WiFi,hr,high"
Printer toner low alert,Printer is displaying a low toner warning. Please arrange a replacement cartridge.,hardware,printer,printer,"hardware,printer,marketing,medium"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,general,desktop,"other,general,sales,medium"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,finance,medium"
Printer toner low alert,Printer is displaying a low toner warning. Please arrange a replacement cartridge.,hardware,printer,printer,"hardware,printer,logistics,high"
ERP performance slow during peak hours,"ERP system slows significantly during morning peak hours, impacting productivity.",software,ERP,desktop,"software,ERP,operations,high"
Phishing email reported by user,A user received a suspicious phishing email. Please investigate and advise.,software,security,mobile,"software,security,marketing,medium"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,r&d,low"
Laptop battery draining too fast,My laptop battery depletes within an hour even on low usage. Please investigate the battery health.,hardware,laptop,laptop,"hardware,laptop,r&d,high"
Antivirus scan causing system slowdown,Scheduled antivirus scans are causing severe system slowdowns during work hours.,software,antivirus,desktop,"software,antivirus,executive,critical"
Monitor not displaying image,Monitor remains black even though the computer is on and cable is connected.,hardware,monitor,monitor,"hardware,monitor,r&d,high"
Firewall rule change request,Please add a firewall rule to allow traffic from a new partner IP range.,network,firewall,server,"network,firewall,production,critical"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,sales,high"
Double-sided printing not working,"Duplex printing is failing, and documents are only printing on one side.",hardware,printer,printer,"hardware,printer,legal,medium"
IoT device firmware update needed,IoT devices require firmware update to patch a known security vulnerability.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,sales,low"
Dual monitor setup not working,Second monitor is not detected when connected to docking station.,hardware,monitor,monitor,"hardware,monitor,operations,high"
Server reboot required after update,Server requires a scheduled reboot following last night's system update.,hardware,server,server,"hardware,server,sales,medium"
