text,category
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,finance,medium",network
"application access needed for new employee please grant application access to a new team member starting monday. application desktop access,application,it,critical",access
"desktop not powering on the desktop pc will not turn on despite power being connected correctly. desktop desktop hardware,desktop,it,low",hardware
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,sales,high",hardware
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,marketing,high",software
"erp login page not loading the erp system login page fails to load for users on the office network. erp desktop software,erp,legal,medium",software
"erp login page not loading the erp system login page fails to load for users on the office network. erp desktop software,erp,legal,critical",software
"server memory error logged error logs show memory faults on the application server. needs inspection. server server hardware,server,logistics,critical",hardware
"printer network connection lost the office printer has lost its network connection and cannot receive print jobs. printer printer hardware,printer,operations,medium",hardware
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,production,high",software
"server reboot required after update server requires a scheduled reboot following last night's system update. server server hardware,server,procurement,critical",hardware
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,support,medium",software
"double-sided printing not working duplex printing is failing, and documents are only printing on one side. printer printer hardware,printer,it,high",hardware
"email attachments not opening email attachments are downloading but cannot be opened by any application. email desktop software,email,executive,critical",software
"server raid failure alert raid controller alert triggered. possible drive failure on production server. server server hardware,server,logistics,critical",hardware
"erp data sync not completing data synchronization between erp modules is stalling and not completing. erp desktop software,erp,sales,critical",software
"vpn client fails to connect the vpn client returns an authentication error when trying to connect from home. vpn laptop access,vpn,operations,critical",access
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,it,high",network
"server performance degraded application response times are slow. suspected server resource contention. server server hardware,server,operations,high",hardware
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,logistics,high",network
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,operations,high",software
"vpn client fails to connect the vpn client returns an authentication error when trying to connect from home. vpn laptop access,vpn,hr,medium",access
"desktop running extremely slow applications are taking over 5 minutes to load on this desktop pc. desktop desktop hardware,desktop,operations,high",hardware
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,it,high",hardware
"laptop screen goes black randomly the laptop display randomly goes black and requires a restart to recover. laptop laptop hardware,laptop,legal,high",hardware
"software license audit request please provide a summary of active software licenses for compliance review. general desktop other,general,it,high",other
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,production,medium",other
"lan speed degraded in building wing network throughput is significantly reduced in the east wing of the building. lan server network,lan,support,medium",network
"laptop screen goes black randomly the laptop display randomly goes black and requires a restart to recover. laptop laptop hardware,laptop,procurement,critical",hardware
"monitor not displaying image monitor remains black even though the computer is on and cable is connected. monitor monitor hardware,monitor,legal,high",hardware
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,procurement,medium",network
"server memory error logged error logs show memory faults on the application server. needs inspection. server server hardware,server,sales,high",hardware
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,procurement,low",hardware
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,executive,critical",other
"printer offline status the printer shows as offline despite being powered on and connected to the network. printer printer hardware,printer,production,medium",hardware
"iot sensor giving incorrect readings temperature sensor readings seem unreliable and inconsistent with actual conditions. iot sensor iot sensor hardware,iot sensor,marketing,critical",hardware
"unauthorized device detected on network network monitoring flagged an unrecognized device on the internal network. security mobile software,security,finance,medium",software
"it support during office move requesting it support to assist with equipment setup during office relocation. general desktop other,general,operations,medium",other
"vpn client fails to connect the vpn client returns an authentication error when trying to connect from home. vpn laptop access,vpn,legal,critical",access
"dual monitor setup not working second monitor is not detected when connected to docking station. monitor monitor hardware,monitor,support,medium",hardware
"wifi password changed and users locked out wifi credentials were changed and users have not received the new password. wifi tablet network,wifi,finance,high",network
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,hr,medium",access
"password expiry causing lockout password expired and self-service reset is not sending the recovery email. password desktop access,password,executive,high",access
"monitor not displaying image monitor remains black even though the computer is on and cable is connected. monitor monitor hardware,monitor,marketing,medium",hardware
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,r&d,high",hardware
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,logistics,high",software
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,hr,high",access
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,operations,high",other
"double-sided printing not working duplex printing is failing, and documents are only printing on one side. printer printer hardware,printer,legal,low",hardware
"wifi guest network not working the guest wifi network is unreachable. visitors are unable to connect. wifi tablet network,wifi,operations,medium",network
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,finance,low",access
"erp module missing from dashboard a required erp module has disappeared from the user dashboard after an update. erp desktop software,erp,production,low",software
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,finance,low",access
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,production,medium",hardware
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,finance,medium",network
"monitor not displaying image monitor remains black even though the computer is on and cable is connected. monitor monitor hardware,monitor,operations,medium",hardware
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,logistics,high",other
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,it,medium",software
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,production,critical",software
"unauthorized device detected on network network monitoring flagged an unrecognized device on the internal network. security mobile software,security,hr,high",software
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,hr,medium",access
"erp data sync not completing data synchronization between erp modules is stalling and not completing. erp desktop software,erp,finance,medium",software
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,support,high",network
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,production,high",hardware
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,executive,low",network
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,marketing,low",other
"double-sided printing not working duplex printing is failing, and documents are only printing on one side. printer printer hardware,printer,procurement,medium",hardware
"printer toner low alert printer is displaying a low toner warning. please arrange a replacement cartridge. printer printer hardware,printer,it,medium",hardware
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,r&d,medium",software
"phishing email reported by user a user received a suspicious phishing email. please investigate and advise. security mobile software,security,hr,medium",software
"laptop keyboard not responding several keys on my laptop keyboard have stopped working. cannot type properly. laptop laptop hardware,laptop,finance,critical",hardware
"phishing email reported by user a user received a suspicious phishing email. please investigate and advise. security mobile software,security,operations,medium",software
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,logistics,high",software
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,procurement,critical",software
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,production,medium",hardware
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,production,medium",network
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,logistics,low",software
"iot sensor giving incorrect readings temperature sensor readings seem unreliable and inconsistent with actual conditions. iot sensor iot sensor hardware,iot sensor,sales,high",hardware
"erp data sync not completing data synchronization between erp modules is stalling and not completing. erp desktop software,erp,logistics,medium",software
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,support,medium",access
"server raid failure alert raid controller alert triggered. possible drive failure on production server. server server hardware,server,it,medium",hardware
"lan speed degraded in building wing network throughput is significantly reduced in the east wing of the building. lan server network,lan,logistics,medium",network
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,procurement,high",access
"erp data sync not completing data synchronization between erp modules is stalling and not completing. erp desktop software,erp,production,medium",software
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,production,high",access
"laptop fan making loud noise the cooling fan on my laptop is very loud and seems to be running at full speed constantly. laptop laptop hardware,laptop,sales,high",hardware
"application access needed for new employee please grant application access to a new team member starting monday. application desktop access,application,hr,medium",access
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,support,high",access
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,production,critical",access
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,support,critical",software
"unauthorized device detected on network network monitoring flagged an unrecognized device on the internal network. security mobile software,security,marketing,high",software
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,r&d,medium",network
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,hr,medium",hardware
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,hr,medium",network
"tablet app crashes on launch the required business app crashes immediately upon opening on this tablet. tablet tablet hardware,tablet,production,high",hardware
"application update failed last night's application update failed midway. app is now in an inconsistent state. application desktop access,application,procurement,high",access
"monitor has dead pixels several dead pixels are visible on the monitor screen. replacement needed. monitor monitor hardware,monitor,hr,low",hardware
"crm access needed for new sales rep new sales team member needs access provisioned in the crm system. crm desktop software,crm,legal,high",software
"laptop fan making loud noise the cooling fan on my laptop is very loud and seems to be running at full speed constantly. laptop laptop hardware,laptop,operations,low",hardware
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,executive,high",hardware
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,it,critical",network
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,legal,medium",other
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,procurement,critical",access
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,support,medium",software
"it support during office move requesting it support to assist with equipment setup during office relocation. unicode desktop other,unicode,marketing,high",other
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,hr,medium",network
"lan cable damaged and needs replacement the lan cable running to my workstation is damaged and needs replacing. lan server network,lan,finance,medium",network
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,it,high",other
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,operations,medium",access
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,finance,critical",network
"it support during office move requesting it support to assist with equipment setup during office relocation. unicode desktop other,unicode,sales,medium",other
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,logistics,high",access
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,legal,medium",software
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,executive,medium",access
"application crashes on login the business application crashes immediately upon entering credentials. application desktop access,application,logistics,critical",access
"lan speed degraded in building wing network throughput is significantly reduced in the east wing of the building. lan server network,lan,executive,medium",network
"lan speed degraded in building wing network throughput is significantly reduced in the east wing of the building. lan server network,lan,marketing,medium",network
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,it,medium",access
"account permissions need updating user's role changed and their account permissions need to be updated accordingly. account desktop access,account,finance,medium",access
"unauthorized device detected on network network monitoring flagged an unrecognized device on the internal network. security mobile software,security,operations,medium",software
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,r&d,medium",other
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,production,high",network
"laptop screen goes black randomly the laptop display randomly goes black and requires a restart to recover. laptop laptop hardware,laptop,support,high",hardware
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,it,high",access
"monitor has dead pixels several dead pixels are visible on the monitor screen. replacement needed. monitor monitor hardware,monitor,executive,medium",hardware
"it support during office move requesting it support to assist with equipment setup during office relocation. unicode desktop other,unicode,marketing,critical",other
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,procurement,high",access
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,legal,high",software
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,finance,high",hardware
"it equipment inventory request need a current list of all it equipment assigned to the department. test desktop other,test,executive,high",other
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,finance,high",network
"wifi guest network not working the guest wifi network is unreachable. visitors are unable to connect. wifi tablet network,wifi,finance,high",network
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,r&d,high",other
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,legal,high",hardware
"unauthorized device detected on network network monitoring flagged an unrecognized device on the internal network. security mobile software,security,procurement,medium",software
"printer toner low alert printer is displaying a low toner warning. please arrange a replacement cartridge. printer printer hardware,printer,it,medium",hardware
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,hr,critical",hardware
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,legal,low",hardware
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,production,high",software
"desktop running extremely slow applications are taking over 5 minutes to load on this desktop pc. desktop desktop hardware,desktop,operations,high",hardware
"server memory error logged error logs show memory faults on the application server. needs inspection. server server hardware,server,legal,high",hardware
"vpn access needed for contractor please provision vpn access for an external contractor starting this week. vpn laptop access,vpn,marketing,medium",access
"account permissions need updating user's role changed and their account permissions need to be updated accordingly. account desktop access,account,support,high",access
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,executive,medium",network
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,r&d,medium",software
"email marked as spam by recipients outgoing company emails are being flagged as spam by recipient servers. email desktop software,email,hr,medium",software
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,hr,low",access
"laptop screen goes black randomly the laptop display randomly goes black and requires a restart to recover. laptop laptop hardware,laptop,sales,medium",hardware
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,r&d,low",software
"application crashes on login the business application crashes immediately upon entering credentials. application desktop access,application,executive,medium",access
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,operations,medium",access
"erp custom report failing a custom erp report is failing to generate with a generic error. erp desktop software,erp,production,medium",software
"email attachments not opening email attachments are downloading but cannot be opened by any application. email desktop software,email,r&d,high",software
"printer prints blank pages the printer produces blank pages instead of the expected document output. printer printer hardware,printer,operations,medium",hardware
"erp login page not loading the erp system login page fails to load for users on the office network. erp desktop software,erp,finance,high",software
"laptop battery draining too fast my laptop battery depletes within an hour even on low usage. please investigate the battery health. laptop laptop hardware,laptop,operations,high",hardware
"erp data sync not completing data synchronization between erp modules is stalling and not completing. erp desktop software,erp,production,medium",software
"laptop overheating and shutting down my laptop shuts down unexpectedly due to overheating, especially during video calls. laptop laptop hardware,laptop,hr,medium",hardware
"data loss prevention alert triggered dlp policy triggered for a file transfer. please review the alert details. security mobile software,security,support,medium",software
"crm access needed for new sales rep new sales team member needs access provisioned in the crm system. crm desktop software,crm,executive,medium",software
"email account not syncing on mobile work email is not syncing to mobile device. calendar is also affected. email desktop software,email,hr,medium",software
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,finance,medium",network
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,support,medium",software
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,logistics,high",hardware
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,legal,high",hardware
"tablet app crashes on launch the required business app crashes immediately upon opening on this tablet. tablet tablet hardware,tablet,procurement,high",hardware
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,operations,medium",other
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,marketing,high",access
"application access needed for new employee please grant application access to a new team member starting monday. application desktop access,application,it,low",access
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,logistics,high",software
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,marketing,critical",hardware
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,operations,high",network
"account permissions need updating user's role changed and their account permissions need to be updated accordingly. account desktop access,account,marketing,medium",access
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,sales,critical",access
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,marketing,critical",software
"desktop audio not working no sound output from desktop. speakers and headphones both affected. desktop desktop hardware,desktop,production,medium",hardware
"desktop audio not working no sound output from desktop. speakers and headphones both affected. desktop desktop hardware,desktop,logistics,medium",hardware
"application crashes on login the business application crashes immediately upon entering credentials. application desktop access,application,logistics,medium",access
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,marketing,high",software
"erp performance slow during peak hours erp system slows significantly during morning peak hours, impacting productivity. erp desktop software,erp,r&d,high",software
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,executive,high",hardware
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,finance,medium",software
"password expiry causing lockout password expired and self-service reset is not sending the recovery email. password desktop access,password,support,critical",access
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,it,low",access
"dual monitor setup not working second monitor is not detected when connected to docking station. monitor monitor hardware,monitor,procurement,critical",hardware
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,production,medium",other
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,marketing,low",software
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,it,critical",access
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,marketing,high",hardware
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,procurement,high",access
"laptop keyboard not responding several keys on my laptop keyboard have stopped working. cannot type properly. laptop laptop hardware,laptop,legal,medium",hardware
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,r&d,high",network
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,r&d,high",software
"desktop freezing randomly the desktop computer freezes and requires a hard reboot several times a day. desktop desktop hardware,desktop,procurement,critical",hardware
"antivirus software out of date antivirus definitions have not updated in over 30 days on multiple machines. security mobile software,security,it,medium",software
"iot sensor giving incorrect readings temperature sensor readings seem unreliable and inconsistent with actual conditions. iot sensor iot sensor hardware,iot sensor,support,high",hardware
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,support,low",other
"laptop touchpad not working the touchpad on my laptop is unresponsive. i am currently using a usb mouse as a workaround. laptop laptop hardware,laptop,it,critical",hardware
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,hr,medium",software
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,operations,medium",access
"email signature not displaying correctly the corporate email signature is not rendering correctly in some email clients. email desktop software,email,it,medium",software
"wifi password changed and users locked out wifi credentials were changed and users have not received the new password. wifi tablet network,wifi,it,medium",network
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,it,medium",network
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,logistics,medium",access
"lan cable damaged and needs replacement the lan cable running to my workstation is damaged and needs replacing. lan server network,lan,it,medium",network
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,executive,medium",hardware
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,sales,critical",network
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,operations,low",hardware
"server performance degraded application response times are slow. suspected server resource contention. server server hardware,server,it,high",hardware
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,executive,medium",network
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,it,medium",network
"desktop audio not working no sound output from desktop. speakers and headphones both affected. desktop desktop hardware,desktop,procurement,medium",hardware
"tablet app crashes on launch the required business app crashes immediately upon opening on this tablet. tablet tablet hardware,tablet,support,medium",hardware
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,r&d,high",hardware
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,procurement,medium",software
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,legal,critical",network
"application update failed last night's application update failed midway. app is now in an inconsistent state. application desktop access,application,operations,medium",access
"account locked after failed attempts account has been locked after multiple failed login attempts. please unlock. password desktop access,password,sales,medium",access
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,marketing,high",software
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,procurement,medium",software
"crm access needed for new sales rep new sales team member needs access provisioned in the crm system. crm desktop software,crm,procurement,medium",software
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,hr,low",network
"erp login page not loading the erp system login page fails to load for users on the office network. erp desktop software,erp,finance,high",software
"vpn slow speeds affecting productivity remote users experience very slow vpn speeds, making file access impractical. vpn laptop access,vpn,logistics,high",access
"vpn access needed for contractor please provision vpn access for an external contractor starting this week. vpn laptop access,vpn,r&d,medium",access
"account permissions need updating user's role changed and their account permissions need to be updated accordingly. account desktop access,account,logistics,high",access
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,logistics,low",network
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,production,medium",other
"erp module missing from dashboard a required erp module has disappeared from the user dashboard after an update. erp desktop software,erp,it,high",software
"desktop freezing randomly the desktop computer freezes and requires a hard reboot several times a day. desktop desktop hardware,desktop,production,medium",hardware
"application crashes on login the business application crashes immediately upon entering credentials. application desktop access,application,legal,medium",access
"laptop docking station not recognized when docking my laptop, external monitors and peripherals are not detected. laptop laptop hardware,laptop,operations,high",hardware
"vpn two-factor authentication issue 2fa prompt is not being received during vpn login attempts. vpn laptop access,vpn,executive,medium",access
"laptop screen goes black randomly the laptop display randomly goes black and requires a restart to recover. laptop laptop hardware,laptop,logistics,critical",hardware
"application update failed last night's application update failed midway. app is now in an inconsistent state. application desktop access,application,it,critical",access
"tablet app crashes on launch the required business app crashes immediately upon opening on this tablet. tablet tablet hardware,tablet,r&d,high",hardware
"desktop freezing randomly the desktop computer freezes and requires a hard reboot several times a day. desktop desktop hardware,desktop,production,medium",hardware
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,production,high",hardware
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,r&d,medium",network
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,executive,medium",hardware
"phishing email reported by user a user received a suspicious phishing email. please investigate and advise. security mobile software,security,sales,medium",software
"server raid failure alert raid controller alert triggered. possible drive failure on production server. server server hardware,server,production,medium",hardware
"software license audit request please provide a summary of active software licenses for compliance review. general desktop other,general,hr,medium",other
"lan speed degraded in building wing network throughput is significantly reduced in the east wing of the building. lan server network,lan,production,high",network
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,production,high",other
"phishing email reported by user a user received a suspicious phishing email. please investigate and advise. security mobile software,security,sales,medium",software
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,r&d,high",network
"lan port not working at desk the lan port at my workstation is not providing network connectivity. lan server network,lan,r&d,high",network
"account locked after failed attempts account has been locked after multiple failed login attempts. please unlock. password desktop access,password,procurement,high",access
"desktop usb ports not working usb ports on the desktop are not detecting any connected devices. desktop desktop hardware,desktop,support,high",hardware
"it equipment inventory request need a current list of all it equipment assigned to the department. test desktop other,test,legal,high",other
"vpn slow speeds affecting productivity remote users experience very slow vpn speeds, making file access impractical. vpn laptop access,vpn,procurement,medium",access
"erp performance slow during peak hours erp system slows significantly during morning peak hours, impacting productivity. erp desktop software,erp,operations,medium",software
"erp module missing from dashboard a required erp module has disappeared from the user dashboard after an update. erp desktop software,erp,production,medium",software
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,production,medium",access
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,procurement,critical",access
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,executive,low",network
"laptop overheating and shutting down my laptop shuts down unexpectedly due to overheating, especially during video calls. laptop laptop hardware,laptop,logistics,high",hardware
"server raid failure alert raid controller alert triggered. possible drive failure on production server. server server hardware,server,procurement,high",hardware
"account permissions need updating user's role changed and their account permissions need to be updated accordingly. account desktop access,account,r&d,medium",access
"tablet battery not holding charge tablet drains within 2 hours even on low usage. needs battery replacement. tablet tablet hardware,tablet,legal,critical",hardware
"security software blocking legitimate app security software is incorrectly blocking a required business application. security mobile software,security,marketing,critical",software
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,operations,critical",hardware
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,sales,low",access
"application access needed for new employee please grant application access to a new team member starting monday. application desktop access,application,legal,high",access
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,executive,medium",software
"server raid failure alert raid controller alert triggered. possible drive failure on production server. server server hardware,server,marketing,high",hardware
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,executive,high",other
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,logistics,medium",access
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,procurement,high",network
"desktop not powering on the desktop pc will not turn on despite power being connected correctly. desktop desktop hardware,desktop,production,critical",hardware
"password expiry causing lockout password expired and self-service reset is not sending the recovery email. password desktop access,password,support,high",access
"server raid failure alert raid controller alert triggered. possible drive failure on production server. server server hardware,server,procurement,medium",hardware
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,procurement,medium",network
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,production,high",network
"server disk space critically low one of the production servers is almost out of disk space. immediate action required. server server hardware,server,marketing,critical",hardware
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,procurement,high",network
"tablet app crashes on launch the required business app crashes immediately upon opening on this tablet. tablet tablet hardware,tablet,sales,critical",hardware
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,marketing,low",software
